Transaction_ID,Book_Title,Genre,Customer_Age_Group,Customer_Gender,Region,Units_Sold,Price_per_Unit,Cost_per_Unit,Purchase_Date,Total_Sales,Total_Cost,Profit,Profit_Margin
a7be0bb2-ff6b-4ac5-a182-538e5e28decd,Corporate Finance Basics,Economics,46-60,Female,Africa,15,12.3,27.23,2025-07-05,184.5,408.45,-223.95,-121.38
4a7147ba-af51-49dc-bac2-e7bd56efd474,Business Valuation Mastery,Business,26-35,Female,North America,3,80.92,44.12,2025-05-12,242.76,132.35999999999999,110.4,45.48
f8d9eb53-79b3-473a-ae1c-fec526a775d8,Financial Modeling Guide,Finance,18-25,Male,South America,12,91.29,38.16,2024-08-31,1095.48,457.91999999999996,637.5600000000001,58.2
4f15df78-a6c1-41d4-9028-2e5e9db24ab4,Corporate Finance Basics,Finance,36-45,Male,South America,9,34.07,27.55,2025-06-13,306.63,247.95000000000002,58.67999999999998,19.14
e97f36dc-c4fb-477b-bfa3-7f637ea7ace5,Risk Management Essentials,Business,26-35,Male,Europe,12,83.12,30.77,2026-02-05,997.44,369.24,628.2,62.98
10894661-b3ab-4c8e-a84b-212671dea296,Risk Management Essentials,Accounting,46-60,Male,Europe,15,17.42,11.18,2024-08-29,261.3,167.7,93.60000000000002,35.82
618c6f41-447d-49c4-94d6-ffea7bb25a89,Accounting Principles,Investment,46-60,Male,South America,2,64.0,47.19,2025-02-27,128.0,94.38,33.620000000000005,26.27
15b73391-4284-4b3c-9fd7-64a2819deb88,Financial Modeling Guide,Economics,26-35,Female,North America,18,53.71,20.84,2024-12-14,966.78,375.12,591.66,61.2
b77f2a40-93bb-46f8-b954-754ebd451926,Risk Management Essentials,Investment,46-60,Male,Asia,12,59.13,25.08,2024-11-03,709.5600000000001,300.96,408.6000000000001,57.58
27a85605-758f-4588-baf2-d0ca38dd9939,Corporate Finance Basics,Business,60+,Male,Asia,4,93.36,35.22,2025-06-15,373.44,140.88,232.56,62.28
a895a1d4-99a2-48c9-b838-6f90a1f83208,Accounting Principles,Finance,60+,Male,North America,16,88.42,20.03,2026-02-01,1414.72,320.48,1094.24,77.35
7655201f-692d-491c-8748-909f917d0033,Corporate Finance Basics,Finance,60+,Female,Asia,16,80.66,16.44,2025-01-31,1290.56,263.04,1027.52,79.62
87e707aa-6024-4ebb-8dae-47b2e0e40192,Accounting Principles,Economics,18-25,Female,Africa,1,34.63,33.4,2025-01-01,34.63,33.4,1.230000000000004,3.55
8b1e4f9f-2034-46cc-8e72-7a8dfed75bd0,Financial Modeling Guide,Finance,26-35,Male,South America,2,92.06,6.12,2024-11-11,184.12,12.24,171.88,93.35
7619feba-6451-4229-88fc-98d0421ddd48,Business Valuation Mastery,Finance,18-25,Female,South America,3,18.78,37.43,2025-04-29,56.34,112.28999999999999,-55.94999999999999,-99.31
6653cc1b-8258-49b1-8085-5977260a3825,Portfolio Management,Economics,46-60,Female,North America,17,86.8,28.13,2024-09-10,1475.6,478.21,997.3899999999999,67.59
1ba79a85-5e5b-4eb4-a305-d3b0eaec3add,Stock Market Guide,Economics,18-25,Female,Asia,1,39.53,32.26,2025-10-09,39.53,32.26,7.270000000000003,18.39
04c699f6-0f88-4c5a-9140-8df8759ddffa,Business Valuation Mastery,Business,46-60,Female,Europe,6,14.84,33.43,2025-04-07,89.03999999999999,200.57999999999998,-111.53999999999999,-125.27
0f68bcf2-23cb-4c9b-9ac7-693f844011a5,Equity Analysis Handbook,Finance,46-60,Female,Europe,15,70.24,28.72,2024-08-25,1053.6,430.79999999999995,622.8,59.11
a852560b-33da-435e-a730-832fe69999fc,Corporate Finance Basics,Finance,36-45,Female,Asia,14,30.82,31.21,2025-05-22,431.48,436.94,-5.4599999999999795,-1.27
2ca353b6-f5a2-411b-a344-4df3a3786631,Equity Analysis Handbook,Business,60+,Female,Europe,15,31.92,35.77,2024-12-01,478.8,536.5500000000001,-57.75000000000006,-12.06
0493f16d-9cfc-4710-bad1-b4d407cb0cd5,Business Valuation Mastery,Accounting,46-60,Male,North America,14,37.54,38.89,2024-12-20,525.56,544.46,-18.90000000000009,-3.6
b696cf38-e348-494e-9503-e5f9c28ff412,Accounting Principles,Accounting,36-45,Male,North America,5,15.73,37.74,2025-11-04,78.65,188.70000000000002,-110.05000000000001,-139.92
689a5b8b-7148-4aed-8f99-bd8dee8dee6b,Stock Market Guide,Accounting,60+,Female,Asia,6,25.94,44.13,2024-04-23,155.64000000000001,264.78000000000003,-109.14000000000001,-70.12
584071b8-bce4-4676-beb3-d0d8aa7d032f,Stock Market Guide,Business,46-60,Male,Europe,17,10.46,13.52,2024-07-21,177.82000000000002,229.84,-52.01999999999998,-29.25
b72997f9-1b13-44a3-955a-d0f823cdc7df,Valuation Fundamentals,Finance,46-60,Male,North America,11,50.09,23.05,2025-03-10,550.99,253.55,297.44,53.98
9fea1e07-93b4-43bf-911f-75b308f1f3d3,Stock Market Guide,Business,18-25,Female,North America,16,17.58,47.65,2025-09-01,281.28,762.4,-481.12,-171.05
d228d324-dcc0-49f0-b99a-e030fddf5f7b,Portfolio Management,Business,18-25,Male,Africa,12,71.44,22.85,2024-07-29,857.28,274.20000000000005,583.0799999999999,68.02
d56a4f6a-08fa-4108-bb81-d5cc337d9da5,Stock Market Guide,Accounting,60+,Female,Africa,15,31.21,10.62,2024-11-01,468.15000000000003,159.29999999999998,308.85,65.97
90d384d8-9206-4653-8442-d13f1202034e,Business Valuation Mastery,Investment,46-60,Female,North America,4,94.92,28.65,2024-10-08,379.68,114.6,265.08000000000004,69.82
848e4255-acda-4d14-ac5d-79eff0bd19a3,Valuation Fundamentals,Finance,26-35,Female,Asia,18,88.41,9.93,2024-12-22,1591.3799999999999,178.74,1412.6399999999999,88.77
1b342e21-c9a9-4728-a373-abd212ec933c,Business Valuation Mastery,Accounting,18-25,Male,South America,3,36.05,14.13,2024-08-26,108.14999999999999,42.39,65.75999999999999,60.8
e517af75-09b3-4f44-bba0-33732e30c50a,Business Valuation Mastery,Investment,60+,Male,South America,8,80.49,49.92,2025-03-22,643.92,399.36,244.55999999999995,37.98
132960c2-ce2d-4a65-97a4-96976d9e7fc2,Investment Strategies,Investment,46-60,Male,North America,3,82.29,29.36,2025-09-15,246.87,88.08,158.79000000000002,64.32
43c84bd3-94f5-4aa7-a76e-4b05d2b8b4b3,Valuation Fundamentals,Economics,46-60,Male,North America,8,98.79,17.78,2026-01-27,790.32,142.24,648.08,82.0
305f7748-ef8f-4be0-864b-88041dae2156,Business Valuation Mastery,Finance,26-35,Female,North America,18,63.81,49.76,2025-03-29,1148.58,895.68,252.89999999999998,22.02
c18eb568-5a51-4904-bf58-394afa9bf95f,Investment Strategies,Investment,60+,Female,Asia,10,17.38,48.5,2025-07-07,173.79999999999998,485.0,-311.20000000000005,-179.06
13f64908-ad86-483d-80b3-0fcfc0a7d1c5,Investment Strategies,Accounting,46-60,Male,Africa,17,68.22,24.83,2025-10-11,1159.74,422.10999999999996,737.6300000000001,63.6
1063d676-503a-49fc-a384-2f7929228336,Valuation Fundamentals,Economics,18-25,Female,North America,8,66.25,16.72,2025-05-10,530.0,133.76,396.24,74.76
6a0fc47c-1786-4363-a12a-c9baebbb299f,Equity Analysis Handbook,Finance,26-35,Female,North America,11,67.45,42.73,2024-05-27,741.95,470.03,271.9200000000001,36.65
b80c8193-0544-4fe7-b27f-a68f11254e0b,Accounting Principles,Business,60+,Male,Europe,5,37.64,37.2,2025-07-11,188.2,186.0,2.1999999999999886,1.17
72d9bc92-891c-4092-995d-bfec0e8a360d,Portfolio Management,Accounting,26-35,Female,Asia,13,87.37,35.91,2024-03-15,1135.81,466.8299999999999,668.98,58.9
c175cc82-99ab-4047-b74f-bef8888b83e0,Accounting Principles,Investment,18-25,Male,North America,5,96.35,45.19,2025-06-08,481.75,225.95,255.8,53.1
98d28248-99ff-4662-bf01-64e9023353c0,Stock Market Guide,Investment,60+,Female,Europe,13,29.59,36.02,2024-09-07,384.67,468.26000000000005,-83.59000000000003,-21.73
dafab530-3a75-43c7-a315-3267f32adb58,Portfolio Management,Accounting,26-35,Male,South America,6,17.93,17.77,2025-10-18,107.58,106.62,0.9599999999999937,0.89
3d29b29d-1b8e-43ea-b09b-7ac365e90864,Stock Market Guide,Investment,36-45,Female,North America,5,27.51,36.22,2024-09-28,137.55,181.1,-43.54999999999998,-31.66
5a9ad9d6-4ce5-44ad-9113-765002c75e36,Business Valuation Mastery,Economics,18-25,Female,North America,9,83.85,18.76,2025-02-14,754.65,168.84,585.81,77.63
3334a935-930d-4305-8f91-48a80c8ac8ab,Corporate Finance Basics,Finance,18-25,Male,Europe,16,70.9,39.17,2024-07-04,1134.4,626.72,507.68000000000006,44.75
3d75a08c-b606-49ba-8d63-7e7982edac74,Valuation Fundamentals,Economics,18-25,Male,Asia,2,67.24,32.89,2024-10-13,134.48,65.78,68.69999999999999,51.09
8bfb4d64-dd79-4eab-b30d-f10446707d05,Portfolio Management,Investment,36-45,Male,North America,1,46.16,8.48,2025-05-17,46.16,8.48,37.67999999999999,81.63
2ded6faf-9d5c-44c8-86c9-5855a2143320,Portfolio Management,Business,36-45,Male,South America,8,62.0,28.08,2025-08-24,496.0,224.64,271.36,54.71
b6a85f63-974d-435c-b95c-e732fd903331,Business Valuation Mastery,Finance,46-60,Female,North America,19,37.71,20.45,2025-11-13,716.49,388.55,327.94,45.77
cb1c778b-1e98-4a3d-9b24-c424d15a1e95,Equity Analysis Handbook,Finance,26-35,Female,South America,11,52.95,19.79,2024-09-29,582.45,217.69,364.76000000000005,62.63
a1314594-0da6-4cdc-90e0-f5da86dc51f7,Investment Strategies,Accounting,46-60,Male,Africa,12,81.38,32.1,2024-10-09,976.56,385.20000000000005,591.3599999999999,60.56
586180af-ccec-4dca-9787-c706f7955009,Business Valuation Mastery,Accounting,26-35,Female,Africa,12,98.31,19.5,2024-11-26,1179.72,234.0,945.72,80.16
babb471f-44be-409e-8036-caa6f145246c,Risk Management Essentials,Business,36-45,Male,South America,7,93.92,39.96,2026-02-11,657.44,279.72,377.72,57.45
79a8c201-4aaf-4956-a1f7-3ba938d43ec8,Investment Strategies,Finance,36-45,Male,Asia,13,94.05,8.19,2025-08-22,1222.6499999999999,106.47,1116.1799999999998,91.29
63982dc3-8fb9-4e3a-a123-ab7f77502c27,Valuation Fundamentals,Business,46-60,Female,North America,8,46.2,34.72,2025-07-09,369.6,277.76,91.84000000000003,24.85
5cfe64a4-190b-4309-bc49-13ec77ead4f1,Investment Strategies,Accounting,60+,Female,North America,9,52.19,41.41,2024-06-11,469.71,372.68999999999994,97.02000000000004,20.66
372b3bad-5b6f-42cb-bf82-780dc44fca8b,Equity Analysis Handbook,Accounting,46-60,Male,Africa,7,73.51,35.28,2025-10-18,514.57,246.96,267.61,52.01
a0b0dc50-601c-41f2-9ff0-2e8ebd17114e,Investment Strategies,Finance,26-35,Male,South America,15,93.0,27.38,2024-06-26,1395.0,410.7,984.3,70.56
d6a4c975-0a6e-452c-a0df-8d6d5e270ca9,Valuation Fundamentals,Economics,46-60,Male,North America,2,22.78,47.76,2025-05-10,45.56,95.52,-49.959999999999994,-109.66
8f6a846e-e377-40d0-b6a2-0aa70825f867,Equity Analysis Handbook,Investment,18-25,Female,North America,12,37.38,18.5,2025-11-09,448.56000000000006,222.0,226.56000000000006,50.51
3cc62140-3ca7-4314-9d90-320a0825e017,Accounting Principles,Accounting,26-35,Female,Asia,1,22.53,5.86,2025-06-30,22.53,5.86,16.67,73.99
9283d75c-137a-424d-97fe-b6f04c3ab11e,Portfolio Management,Accounting,26-35,Female,Europe,8,65.08,24.44,2024-09-02,520.64,195.52,325.12,62.45
6e65c26f-7b10-4daa-9035-85e8449f9438,Portfolio Management,Economics,60+,Female,Africa,5,37.57,6.49,2024-12-20,187.85,32.45,155.39999999999998,82.73
8a29c580-f2ba-425b-a045-13054dddc5f7,Stock Market Guide,Economics,36-45,Male,Africa,15,39.35,47.93,2024-11-22,590.25,718.95,-128.70000000000005,-21.8
4adfade7-6b18-4775-85f7-10f5236def5f,Accounting Principles,Business,26-35,Male,Europe,1,16.38,14.45,2025-07-04,16.38,14.45,1.9299999999999997,11.78
f50b3afb-f4c4-4553-8d80-cf6913443a8c,Accounting Principles,Business,36-45,Male,North America,1,41.48,40.5,2024-03-12,41.48,40.5,0.9799999999999969,2.36
625c8487-e631-45fd-9e9f-8b10110497bf,Investment Strategies,Investment,46-60,Male,Asia,10,87.62,39.86,2025-12-17,876.2,398.6,477.6,54.51
3d38a85e-5805-4591-818a-4259c35971ca,Portfolio Management,Investment,18-25,Male,Asia,10,30.98,14.8,2024-04-05,309.8,148.0,161.8,52.23
b2230df1-85c2-42d1-bd06-9663132a9c70,Valuation Fundamentals,Finance,60+,Male,Africa,15,72.57,32.96,2025-04-01,1088.55,494.40000000000003,594.1499999999999,54.58
8ec583c1-1d07-47e3-8586-7018adfa1133,Financial Modeling Guide,Business,36-45,Female,Asia,17,66.67,7.16,2024-06-16,1133.39,121.72,1011.6700000000001,89.26
1e6b9f14-80fc-48ce-afc9-26455d1372b2,Financial Modeling Guide,Accounting,26-35,Female,Europe,6,87.71,26.76,2024-04-03,526.26,160.56,365.7,69.49
5d57ca92-7c28-47d2-9977-e34bd214f4ee,Equity Analysis Handbook,Business,36-45,Male,North America,3,21.91,5.66,2025-10-04,65.73,16.98,48.75,74.17
d8804f21-8449-46b1-b76e-00c271281d4c,Portfolio Management,Accounting,26-35,Male,Europe,13,97.98,46.45,2024-10-31,1273.74,603.85,669.89,52.59
07e5beb9-99e2-4816-b89a-ea3d43b90755,Portfolio Management,Economics,36-45,Female,South America,16,62.44,48.92,2025-04-10,999.04,782.72,216.31999999999994,21.65
251041cc-845c-40a1-b252-1344f9af11e5,Financial Modeling Guide,Business,26-35,Female,Africa,8,99.59,15.0,2025-06-15,796.72,120.0,676.72,84.94
0485e755-a8ee-454b-9df4-33677960afcd,Portfolio Management,Economics,46-60,Female,Asia,15,92.04,14.36,2024-12-04,1380.6000000000001,215.39999999999998,1165.2000000000003,84.4
e0671984-84ef-46d7-8187-49f89d206e58,Investment Strategies,Investment,26-35,Female,South America,17,29.94,38.92,2024-12-19,508.98,661.64,-152.65999999999997,-29.99
80409602-fdb2-4110-af26-f2a2911ffed4,Risk Management Essentials,Investment,26-35,Male,Asia,17,15.05,16.4,2025-08-17,255.85000000000002,278.79999999999995,-22.949999999999932,-8.97
737ff00c-6482-43f8-8129-ab80b19646f5,Corporate Finance Basics,Finance,18-25,Male,North America,13,33.01,45.28,2025-09-12,429.13,588.64,-159.51,-37.17
3466ff55-34ff-48e3-a2fa-c8d77da4a0b7,Accounting Principles,Business,26-35,Male,North America,17,57.48,30.83,2026-02-19,977.16,524.11,453.04999999999995,46.36
94624634-a0d0-4e2f-a8a1-65a81e6aa17e,Stock Market Guide,Economics,18-25,Male,North America,6,25.44,20.78,2025-05-23,152.64000000000001,124.68,27.960000000000008,18.32
990c6e08-d6ca-4706-b8e9-2d9a56f5928c,Equity Analysis Handbook,Accounting,60+,Male,Asia,17,25.07,42.47,2025-07-07,426.19,721.99,-295.8,-69.41
7bdde354-bf23-434d-83a5-d03be176c9d0,Risk Management Essentials,Investment,18-25,Female,South America,16,51.63,27.2,2024-12-29,826.08,435.2,390.88000000000005,47.32
fb4e2b16-f9b0-46ef-9f04-8895a343afc2,Financial Modeling Guide,Investment,46-60,Male,North America,14,12.99,46.02,2025-12-17,181.86,644.2800000000001,-462.4200000000001,-254.27
c980351b-fc4d-4bfa-9b26-3770374b9949,Accounting Principles,Accounting,18-25,Female,South America,13,20.97,46.76,2025-01-04,272.61,607.88,-335.27,-122.99
7ac04c50-413e-45a2-8a0c-e944af6acd26,Portfolio Management,Economics,60+,Male,Asia,6,47.43,12.44,2024-08-25,284.58,74.64,209.94,73.77
7a90fd0a-a6d5-4dc4-b700-08e752029a23,Stock Market Guide,Economics,46-60,Male,South America,3,15.68,5.1,2025-04-06,47.04,15.299999999999999,31.740000000000002,67.47
f10398ab-1402-4e93-bcef-2cbff4b3dcb8,Portfolio Management,Business,36-45,Male,Asia,14,45.71,49.28,2024-05-08,639.94,689.9200000000001,-49.98000000000002,-7.81
24f8affe-3df4-4caa-bdb6-1e7e57cd8137,Valuation Fundamentals,Business,36-45,Male,Asia,14,52.66,45.78,2025-09-19,737.24,640.9200000000001,96.31999999999994,13.06
f8191209-32e9-4a06-aee3-cf4b82f2fea6,Valuation Fundamentals,Finance,18-25,Male,Africa,15,50.61,7.5,2025-03-08,759.15,112.5,646.65,85.18
537e9655-302d-439a-9d8b-fbdf9bd58d70,Stock Market Guide,Investment,18-25,Female,Asia,8,88.23,42.49,2025-08-12,705.84,339.92,365.92,51.84
ac32e819-fd30-4cc6-9b2c-ca11ebb7a6b5,Stock Market Guide,Business,60+,Female,Asia,15,57.71,25.6,2024-07-04,865.65,384.0,481.65,55.64
7ba4490c-5539-42b2-8486-001373cbcf8e,Financial Modeling Guide,Economics,60+,Female,Europe,13,52.12,16.65,2025-01-24,677.56,216.45,461.10999999999996,68.05
3847d292-abf0-47d4-aaae-c6292d42a638,Stock Market Guide,Accounting,26-35,Male,North America,17,46.96,44.54,2024-03-02,798.32,757.18,41.1400000000001,5.15
d3aa970e-19a3-475e-9e52-0e2f294ae03c,Investment Strategies,Economics,60+,Male,Africa,3,83.59,13.85,2024-09-23,250.77,41.55,209.22000000000003,83.43
ff76281b-d124-46d2-8bce-9b6c77a50b8b,Portfolio Management,Investment,26-35,Female,Africa,6,90.56,47.63,2025-01-02,543.36,285.78000000000003,257.58,47.41
a1094c74-69c8-4939-aafd-a418e44d24e3,Risk Management Essentials,Economics,46-60,Male,Africa,5,86.79,14.25,2025-10-02,433.95000000000005,71.25,362.70000000000005,83.58
5752b8c3-70b2-4051-88e4-2c359274a8f7,Business Valuation Mastery,Finance,18-25,Male,Europe,17,70.62,32.62,2024-03-04,1200.54,554.54,646.0,53.81
6e892490-adec-48b7-b58c-e2e95bb89d0a,Stock Market Guide,Investment,46-60,Female,Asia,2,22.36,15.04,2024-03-11,44.72,30.08,14.64,32.74
