Month,Book_ID,Region,Units_Sold,Book_Title,Category,Format,Price,Revenue,Cost_Per_Unit,Cost,Profit,Profit_Margin,Age_Group,Gender,Job_Level
2024-01-01,3,Australia,37,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,539.83,6.983343596599477,258.38371307418066,281.4462869258194,0.5213609597944155,36-45,Other,CEO
2024-01-01,4,UK,35,Dare to Lead,Strategic Leadership,eBook,17.61,616.35,9.124226451329115,319.347925796519,297.002074203481,0.4818724332010724,18-25,Male,Student
2024-01-01,4,USA,37,Dare to Lead,Strategic Leadership,eBook,17.61,651.5699999999999,9.372092203459061,346.76741152798525,304.8025884720147,0.46779714915053594,26-35,Male,CEO
2024-01-01,4,Europe,41,Dare to Lead,Strategic Leadership,eBook,17.61,722.01,7.320321385068911,300.13317678782533,421.87682321217466,0.5843088367365752,46-55,Other,Student
2024-01-01,4,Canada,46,Dare to Lead,Strategic Leadership,eBook,17.61,810.06,8.961718289963812,412.23904133833537,397.8209586616646,0.49110060817922696,18-25,Other,Manager
2024-01-01,4,Australia,34,Dare to Lead,Strategic Leadership,eBook,17.61,598.74,9.542227957880531,324.43575056793804,274.30424943206197,0.4581358343054781,36-45,Male,Employee
2024-01-01,5,UK,47,Start With Why,Strategic Leadership,Paperback,23.12,1086.64,10.021693709700905,471.01960435594253,615.6203956440576,0.5665357391997878,36-45,Female,Manager
2024-01-01,5,USA,44,Start With Why,Strategic Leadership,Paperback,23.12,1017.2800000000001,12.857641061375775,565.7362067005341,451.54379329946596,0.44387365651488864,18-25,Other,Employee
2024-01-01,5,Europe,29,Start With Why,Strategic Leadership,Paperback,23.12,670.48,11.947365337097251,346.4735947758203,324.00640522417973,0.4832454438971777,56+,Other,Student
2024-01-01,5,Canada,31,Start With Why,Strategic Leadership,Paperback,23.12,716.72,13.651073537065677,423.183279649036,293.536720350964,0.4095556428604811,18-25,Female,CEO
2024-01-01,5,Australia,42,Start With Why,Strategic Leadership,Paperback,23.12,971.0400000000001,9.444160706908669,396.65474969016407,574.385250309836,0.5915155403586216,46-55,Female,CEO
2024-01-01,6,UK,28,Extreme Ownership,Organizational Leadership,Hardcover,20.8,582.4,9.423756732230743,263.8651885024608,318.5348114975392,0.5469347724889065,36-45,Male,Manager
2024-01-01,6,USA,37,Extreme Ownership,Organizational Leadership,Hardcover,20.8,769.6,10.822464137887268,400.4311731018289,369.1688268981711,0.47968922414003523,46-55,Other,CEO
2024-01-01,6,Europe,39,Extreme Ownership,Organizational Leadership,Hardcover,20.8,811.2,9.553689234776673,372.59388015629025,438.6061198437098,0.5406880175588138,36-45,Male,Executive
2024-01-01,6,Canada,44,Extreme Ownership,Organizational Leadership,Hardcover,20.8,915.2,11.292004522536368,496.8481989916002,418.35180100839983,0.4571151671857515,18-25,Other,Executive
2024-01-01,6,Australia,41,Extreme Ownership,Organizational Leadership,Hardcover,20.8,852.8000000000001,11.477461975291233,470.5759409869405,382.22405901305956,0.4481989434956139,36-45,Female,Manager
2024-01-01,7,UK,40,The Leadership Challenge,Personal Leadership,Paperback,17.28,691.2,7.266295171813736,290.65180687254946,400.5481931274506,0.579496807186705,36-45,Male,Manager
2024-01-01,7,USA,39,The Leadership Challenge,Personal Leadership,Paperback,17.28,673.9200000000001,8.687881028298591,338.82736010364505,335.092639896355,0.49722910715864643,56+,Male,Executive
2024-01-01,7,Europe,31,The Leadership Challenge,Personal Leadership,Paperback,17.28,535.6800000000001,8.67072576012269,268.79249856380335,266.8875014361967,0.4982218888817889,18-25,Female,Executive
2024-01-01,7,Canada,43,The Leadership Challenge,Personal Leadership,Paperback,17.28,743.0400000000001,8.188234341864911,352.0940767001912,390.9459232998089,0.5261438459568918,46-55,Other,CEO
2024-01-01,7,Australia,40,The Leadership Challenge,Personal Leadership,Paperback,17.28,691.2,10.136188325040786,405.4475330016314,285.7524669983686,0.4134150274860657,56+,Female,Manager
2024-01-01,8,UK,35,Drive,Personal Leadership,Audiobook,25.3,885.5,14.307181978558498,500.75136924954745,384.74863075045255,0.43449873602535577,36-45,Female,Employee
2024-01-01,8,USA,45,Drive,Personal Leadership,Audiobook,25.3,1138.5,13.647879472462762,614.1545762608243,524.3454237391757,0.4605581236180726,36-45,Female,Manager
2024-01-01,8,Europe,29,Drive,Personal Leadership,Audiobook,25.3,733.7,13.734492776819089,398.3002905277536,335.39970947224646,0.45713467285300047,56+,Male,Executive
2024-01-01,8,Canada,46,Drive,Personal Leadership,Audiobook,25.3,1163.8,12.456283687694382,572.9890496339416,590.8109503660584,0.5076567712373762,36-45,Other,Manager
2024-01-01,8,Australia,48,Drive,Personal Leadership,Audiobook,25.3,1214.4,14.780232276748675,709.4511492839364,504.9488507160637,0.41580109578068486,46-55,Other,Manager
2024-01-01,9,UK,41,The Effective Executive,Personal Leadership,Audiobook,13.49,553.09,7.270018462729364,298.0707569719039,255.01924302809613,0.46108091454934297,26-35,Female,Manager
2024-01-01,9,USA,49,The Effective Executive,Personal Leadership,Audiobook,13.49,661.01,7.362790904347393,360.77675431302225,300.23324568697774,0.4542037876688367,36-45,Female,Employee
2024-01-01,9,Europe,31,The Effective Executive,Personal Leadership,Audiobook,13.49,418.19,7.720842058418257,239.34610381096596,178.84389618903404,0.427661819242531,36-45,Other,Executive
2024-01-01,9,Canada,39,The Effective Executive,Personal Leadership,Audiobook,13.49,526.11,6.135445148045232,239.28236077376405,286.827639226236,0.5451856821315618,18-25,Female,Executive
2024-01-01,9,Australia,48,The Effective Executive,Personal Leadership,Audiobook,13.49,647.52,7.573477298632365,363.5269103343535,283.9930896656465,0.4385858192266594,18-25,Other,Manager
2024-01-01,10,UK,40,Principles of Leadership,Strategic Leadership,Paperback,17.3,692.0,7.595532486229463,303.8212994491785,388.1787005508215,0.5609518794087015,46-55,Female,Manager
2024-01-01,10,USA,34,Principles of Leadership,Strategic Leadership,Paperback,17.3,588.2,8.114883154767313,275.9060272620886,312.2939727379114,0.5309316095510225,56+,Male,Executive
2024-01-01,10,Europe,37,Principles of Leadership,Strategic Leadership,Paperback,17.3,640.1,8.081212171773656,299.00485035562525,341.09514964437477,0.5328779091460315,26-35,Female,Executive
2024-01-01,10,Canada,37,Principles of Leadership,Strategic Leadership,Paperback,17.3,640.1,10.305698120626426,381.31083046317775,258.78916953682227,0.40429490632217197,36-45,Other,CEO
2024-01-01,10,Australia,44,Principles of Leadership,Strategic Leadership,Paperback,17.3,761.2,9.883618794167827,434.87922694338437,326.3207730566157,0.42869255525041466,56+,Female,CEO
2024-02-01,1,UK,35,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,535.85,8.270982116189375,289.4843740666281,246.36562593337192,0.45976602768194813,18-25,Male,Student
2024-02-01,1,USA,36,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,551.16,8.350247804066324,300.6089209463877,250.55107905361228,0.4545886476769219,56+,Female,Student
2024-02-01,1,Europe,40,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,612.4,7.845066896460673,313.80267585842694,298.59732414157304,0.4875854411194857,46-55,Female,Executive
2024-02-01,1,Canada,36,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,551.16,9.023991622686285,324.86369841670626,226.2963015832937,0.4105818665782962,36-45,Male,Employee
2024-02-01,1,Australia,35,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,535.85,7.643544301325791,267.5240505464027,268.32594945359733,0.5007482494235277,36-45,Female,Student
2024-02-01,2,UK,35,Good to Great,Strategic Leadership,Audiobook,14.55,509.25,6.927306535721393,242.45572875024877,266.7942712497512,0.523896458026021,56+,Other,Employee
2024-02-01,2,USA,45,Good to Great,Strategic Leadership,Audiobook,14.55,654.75,6.294432830470931,283.24947737119186,371.50052262880814,0.5673929326136817,46-55,Other,Student
2024-02-01,2,Europe,44,Good to Great,Strategic Leadership,Audiobook,14.55,640.2,8.107858448079678,356.74577171550584,283.4542282844942,0.4427588695477885,26-35,Male,CEO
2024-02-01,2,Canada,42,Good to Great,Strategic Leadership,Audiobook,14.55,611.1,7.957231842339971,334.2037373782788,276.89626262172123,0.4531112135848817,36-45,Male,Executive
2024-02-01,2,Australia,41,Good to Great,Strategic Leadership,Audiobook,14.55,596.5500000000001,6.938473162105233,284.47739964631455,312.0726003536855,0.5231289922951731,36-45,Female,Executive
2024-02-01,3,UK,47,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,685.73,5.909514381933032,277.74717595085247,407.98282404914755,0.5949613172081542,18-25,Other,Executive
2024-02-01,3,USA,33,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,481.46999999999997,8.284194202281155,273.3784086752781,208.0915913247219,0.4322005344563979,56+,Male,Student
2024-02-01,3,Europe,42,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,612.78,5.869317675718987,246.51134238019745,366.2686576198025,0.5977164033091853,36-45,Female,Employee
2024-02-01,3,Canada,34,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,496.06,7.88939595695757,268.23946253655737,227.82053746344263,0.45926004407418985,36-45,Other,CEO
2024-02-01,3,Australia,33,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,481.46999999999997,8.667210246180634,286.0179381239609,195.45206187603907,0.4059485780547886,46-55,Female,Student
2024-02-01,4,UK,38,Dare to Lead,Strategic Leadership,eBook,17.61,669.18,8.585443197737971,326.2468415140429,342.93315848595705,0.5124677343703593,26-35,Other,Student
2024-02-01,4,USA,32,Dare to Lead,Strategic Leadership,eBook,17.61,563.52,7.871576332395745,251.89044263666383,311.6295573633362,0.5530053190008095,26-35,Male,Student
2024-02-01,4,Europe,49,Dare to Lead,Strategic Leadership,eBook,17.61,862.89,9.526555697372789,466.80122917126664,396.08877082873335,0.45902579799132376,26-35,Female,Student
2024-02-01,4,Canada,43,Dare to Lead,Strategic Leadership,eBook,17.61,757.23,9.921925316178891,426.6427885956923,330.5872114043077,0.436574371596883,56+,Female,Manager
2024-02-01,4,Australia,41,Dare to Lead,Strategic Leadership,eBook,17.61,722.01,8.968527573226178,367.7096305022733,354.3003694977267,0.49071393678443054,46-55,Male,Student
2024-02-01,5,UK,35,Start With Why,Strategic Leadership,Paperback,23.12,809.2,13.71957111278442,480.1849889474547,329.01501105254533,0.4065929449487708,46-55,Male,Executive
2024-02-01,5,USA,49,Start With Why,Strategic Leadership,Paperback,23.12,1132.88,9.486916168946413,464.85889227837424,668.0211077216259,0.5896662556684078,26-35,Male,Executive
2024-02-01,5,Europe,42,Start With Why,Strategic Leadership,Paperback,23.12,971.0400000000001,11.58217484656014,486.45134355552585,484.5886564444742,0.4990408803390944,36-45,Female,Employee
2024-02-01,5,Canada,37,Start With Why,Strategic Leadership,Paperback,23.12,855.44,12.570131052419471,465.09484893952043,390.3451510604796,0.45630921053549006,46-55,Male,Employee
2024-02-01,5,Australia,49,Start With Why,Strategic Leadership,Paperback,23.12,1132.88,13.236849538593804,648.6056273910964,484.2743726089037,0.42747190577016425,18-25,Male,Manager
2024-02-01,6,UK,46,Extreme Ownership,Organizational Leadership,Hardcover,20.8,956.8000000000001,9.065703345536408,417.0223538946747,539.7776461053254,0.564148877618442,56+,Other,Executive
2024-02-01,6,USA,29,Extreme Ownership,Organizational Leadership,Hardcover,20.8,603.2,11.648014484136915,337.7924200399705,265.4075799600295,0.43999930364726375,26-35,Other,Manager
2024-02-01,6,Europe,50,Extreme Ownership,Organizational Leadership,Hardcover,20.8,1040.0,10.61926143498915,530.9630717494575,509.0369282505425,0.48945858485629085,36-45,Female,Student
2024-02-01,6,Canada,43,Extreme Ownership,Organizational Leadership,Hardcover,20.8,894.4,9.969663317078247,428.69552263436464,465.70447736563534,0.5206892636020073,26-35,Male,Manager
2024-02-01,6,Australia,33,Extreme Ownership,Organizational Leadership,Hardcover,20.8,686.4,8.86793451888903,292.64183912333795,393.75816087666203,0.5736569942841813,36-45,Other,Executive
2024-02-01,7,UK,44,The Leadership Challenge,Personal Leadership,Paperback,17.28,760.32,9.9024621427892,435.7083342827248,324.61166571727523,0.4269408482182176,56+,Male,Employee
2024-02-01,7,USA,34,The Leadership Challenge,Personal Leadership,Paperback,17.28,587.52,7.455536207469097,253.4882310539493,334.03176894605065,0.5685453583640568,18-25,Female,Manager
2024-02-01,7,Europe,35,The Leadership Challenge,Personal Leadership,Paperback,17.28,604.8000000000001,7.982626841426647,279.39193944993264,325.40806055006743,0.5380424281581803,26-35,Female,Executive
2024-02-01,7,Canada,45,The Leadership Challenge,Personal Leadership,Paperback,17.28,777.6,7.914397358462183,356.1478811307982,421.4521188692018,0.5419908936075126,26-35,Female,CEO
2024-02-01,7,Australia,48,The Leadership Challenge,Personal Leadership,Paperback,17.28,829.44,9.923606902163591,476.3331313038524,353.10686869614767,0.42571719316182927,56+,Male,Employee
2024-02-01,8,UK,41,Drive,Personal Leadership,Audiobook,25.3,1037.3,13.523877150697025,554.478963178578,482.8210368214219,0.4654594011582203,26-35,Other,Employee
2024-02-01,8,USA,37,Drive,Personal Leadership,Audiobook,25.3,936.1,14.151207869788344,523.5946911821687,412.5053088178313,0.44066372056172554,56+,Female,Executive
2024-02-01,8,Europe,38,Drive,Personal Leadership,Audiobook,25.3,961.4,11.387367567890045,432.71996757982174,528.6800324201782,0.5499064202415002,36-45,Male,Employee
2024-02-01,8,Canada,42,Drive,Personal Leadership,Audiobook,25.3,1062.6000000000001,13.281862944011417,557.8382436484795,504.7617563515206,0.4750251800786002,56+,Female,Student
2024-02-01,8,Australia,40,Drive,Personal Leadership,Audiobook,25.3,1012.0,13.01303467470737,520.5213869882948,491.4786130117052,0.4856508033712502,26-35,Male,Employee
2024-02-01,9,UK,40,The Effective Executive,Personal Leadership,Audiobook,13.49,539.6,7.6429763565747555,305.7190542629902,233.88094573700982,0.4334339246423458,56+,Female,Manager
2024-02-01,9,USA,44,The Effective Executive,Personal Leadership,Audiobook,13.49,593.5600000000001,7.840622889178441,344.9874071238514,248.57259287614863,0.4187825879037479,18-25,Female,CEO
2024-02-01,9,Europe,37,The Effective Executive,Personal Leadership,Audiobook,13.49,499.13,5.42879896944599,200.86556186950162,298.2644381304984,0.5975686457045226,46-55,Other,CEO
2024-02-01,9,Canada,52,The Effective Executive,Personal Leadership,Audiobook,13.49,701.48,7.214505741620623,375.1542985642724,326.32570143572764,0.46519601618824147,18-25,Other,CEO
2024-02-01,9,Australia,48,The Effective Executive,Personal Leadership,Audiobook,13.49,647.52,5.53585298602503,265.7209433292014,381.79905667079856,0.5896328401760541,26-35,Other,CEO
2024-02-01,10,UK,38,Principles of Leadership,Strategic Leadership,Paperback,17.3,657.4,8.819050981167653,335.1239372843708,322.27606271562917,0.4902282669845287,46-55,Female,Employee
2024-02-01,10,USA,36,Principles of Leadership,Strategic Leadership,Paperback,17.3,622.8000000000001,7.915209242491127,284.9475327296806,337.8524672703195,0.5424734541912644,36-45,Other,Manager
2024-02-01,10,Europe,41,Principles of Leadership,Strategic Leadership,Paperback,17.3,709.3000000000001,7.981447034346609,327.239328408211,382.06067159178906,0.5386446800955718,26-35,Female,CEO
2024-02-01,10,Canada,44,Principles of Leadership,Strategic Leadership,Paperback,17.3,761.2,8.141236421945155,358.21440256558685,402.9855974344132,0.5294082993095286,26-35,Male,Executive
2024-02-01,10,Australia,30,Principles of Leadership,Strategic Leadership,Paperback,17.3,519.0,9.069671873711652,272.09015621134955,246.90984378865045,0.47574151019007793,36-45,Other,Employee
2024-03-01,1,UK,40,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,612.4,7.146860994877772,285.8744397951109,326.5255602048891,0.5331900068662461,36-45,Other,Employee
2024-03-01,1,USA,45,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,688.95,8.367524492907439,376.53860218083474,312.4113978191653,0.4534601898819439,46-55,Male,Employee
2024-03-01,1,Europe,44,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,673.64,7.362662854627189,323.9571656035963,349.6828343964037,0.5190945228852261,56+,Female,Employee
2024-03-01,1,Canada,36,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,551.16,6.333297499349094,227.99870997656737,323.16129002343257,0.5863293599380082,46-55,Other,Employee
2024-03-01,1,Australia,50,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,765.5,8.523872637686337,426.1936318843168,339.3063681156832,0.4432480315031786,18-25,Other,Student
2024-03-01,2,UK,40,Good to Great,Strategic Leadership,Audiobook,14.55,582.0,6.651556724564775,266.062268982591,315.937731017409,0.5428483350814588,56+,Other,Manager
2024-03-01,2,USA,43,Good to Great,Strategic Leadership,Audiobook,14.55,625.65,7.079351619633854,304.41211964425577,321.2378803557442,0.5134466240801474,46-55,Other,Student
2024-03-01,2,Europe,37,Good to Great,Strategic Leadership,Audiobook,14.55,538.35,7.814641700175733,289.14174290650215,249.20825709349788,0.4629112233556197,18-25,Female,CEO
2024-03-01,2,Canada,30,Good to Great,Strategic Leadership,Audiobook,14.55,436.5,6.787447417302753,203.62342251908257,232.87657748091743,0.5335087685702575,56+,Other,CEO
2024-03-01,2,Australia,41,Good to Great,Strategic Leadership,Audiobook,14.55,596.5500000000001,5.9846642593869435,245.3712346348647,351.1787653651354,0.5886828687706569,26-35,Male,Manager
2024-03-01,3,UK,42,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,612.78,6.92710161518339,290.93826783770237,321.8417321622976,0.5252157905974373,26-35,Other,Employee
2024-03-01,3,USA,37,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,539.83,8.591900964301978,317.90033567917317,221.92966432082687,0.41111028346113937,56+,Other,Manager
2024-03-01,3,Europe,40,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,583.6,7.708580971317192,308.3432388526877,275.2567611473123,0.4716531205402884,36-45,Female,Executive
2024-03-01,3,Canada,34,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,496.06,7.795376155810909,265.0427892975709,231.0172107024291,0.4657041702665587,56+,Other,Manager
2024-03-01,3,Australia,29,The 7 Habits of Highly Effective People,Personal Leadership,Audiobook,14.59,423.11,7.680999324314634,222.74898040512437,200.36101959487564,0.47354356927247204,46-55,Other,CEO
2024-03-01,4,UK,41,Dare to Lead,Strategic Leadership,eBook,17.61,722.01,7.744850313415137,317.5388628500206,404.47113714997937,0.5602015722081126,56+,Other,Manager
2024-03-01,4,USA,43,Dare to Lead,Strategic Leadership,eBook,17.61,757.23,8.51737186936823,366.24699038283387,390.98300961716615,0.516333227179544,26-35,Other,Executive
2024-03-01,4,Europe,37,Dare to Lead,Strategic Leadership,eBook,17.61,651.5699999999999,9.688809969835606,358.48596888391745,293.0840311160825,0.4498120403273363,36-45,Male,Manager
2024-03-01,4,Canada,35,Dare to Lead,Strategic Leadership,eBook,17.61,616.35,7.401035345182227,259.0362370813779,357.3137629186221,0.5797254204893681,56+,Other,CEO
2024-03-01,4,Australia,29,Dare to Lead,Strategic Leadership,eBook,17.61,510.69,8.022597477387967,232.65532684425102,278.034673155749,0.5444294447820576,36-45,Male,Executive
2024-03-01,5,UK,44,Start With Why,Strategic Leadership,Paperback,23.12,1017.2800000000001,10.525699557546108,463.1307805320288,554.1492194679713,0.5447361783068293,56+,Male,Student
2024-03-01,5,USA,33,Start With Why,Strategic Leadership,Paperback,23.12,762.96,11.245655521196996,371.1066321995009,391.85336780049914,0.5135962144810988,26-35,Male,Student
2024-03-01,5,Europe,35,Start With Why,Strategic Leadership,Paperback,23.12,809.2,13.781225058116663,482.3428770340832,326.85712296591686,0.40392625181156305,56+,Male,Employee
2024-03-01,5,Canada,44,Start With Why,Strategic Leadership,Paperback,23.12,1017.2800000000001,9.560131775865994,420.6457981381037,596.6342018618964,0.5864994906632356,36-45,Female,Student
2024-03-01,5,Australia,36,Start With Why,Strategic Leadership,Paperback,23.12,832.32,11.646473398015871,419.27304232857136,413.0469576714287,0.496259801123881,18-25,Female,Executive
2024-03-01,6,UK,45,Extreme Ownership,Organizational Leadership,Hardcover,20.8,936.0,9.066157077170796,407.97706847268586,528.0229315273141,0.5641270635975578,18-25,Male,Executive
2024-03-01,6,USA,42,Extreme Ownership,Organizational Leadership,Hardcover,20.8,873.6,12.358014428904536,519.0366060139905,354.5633939860095,0.40586469091805116,26-35,Female,Student
2024-03-01,6,Europe,35,Extreme Ownership,Organizational Leadership,Hardcover,20.8,728.0,8.791342579666251,307.6969902883188,420.3030097116812,0.5773392990545072,46-55,Male,Manager
2024-03-01,6,Canada,45,Extreme Ownership,Organizational Leadership,Hardcover,20.8,936.0,9.99898016982422,449.9541076420899,486.0458923579101,0.5192797995276817,56+,Other,Student
2024-03-01,6,Australia,31,Extreme Ownership,Organizational Leadership,Hardcover,20.8,644.8000000000001,11.389601536911961,353.07764764427077,291.7223523557293,0.45242300303307886,26-35,Female,CEO
2024-03-01,7,UK,44,The Leadership Challenge,Personal Leadership,Paperback,17.28,760.32,9.34694010326285,411.26536454356545,349.0546354564346,0.45908911439451094,36-45,Female,Executive
2024-03-01,7,USA,30,The Leadership Challenge,Personal Leadership,Paperback,17.28,518.4000000000001,8.37295016910543,251.1885050731629,267.2114949268372,0.5154542726212136,26-35,Other,Executive
2024-03-01,7,Europe,39,The Leadership Challenge,Personal Leadership,Paperback,17.28,673.9200000000001,8.109587524444596,316.2739134533392,357.64608654666085,0.5306951664094564,18-25,Other,Manager
2024-03-01,7,Canada,39,The Leadership Challenge,Personal Leadership,Paperback,17.28,673.9200000000001,8.286148380278721,323.15978683087013,350.76021316912994,0.520477524289426,18-25,Male,Executive
2024-03-01,7,Australia,42,The Leadership Challenge,Personal Leadership,Paperback,17.28,725.76,7.825338765476258,328.6642281500028,397.09577184999716,0.5471447473682721,18-25,Female,Manager
2024-03-01,8,UK,25,Drive,Personal Leadership,Audiobook,25.3,632.5,11.158984669856407,278.97461674641016,353.52538325358984,0.55893341225864,26-35,Female,CEO
2024-03-01,8,USA,42,Drive,Personal Leadership,Audiobook,25.3,1062.6000000000001,12.564180869647984,527.6955965252154,534.9044034747848,0.503392060488222,56+,Male,Student
2024-03-01,8,Europe,48,Drive,Personal Leadership,Audiobook,25.3,1214.4,11.478780805702094,550.9814786737005,663.4185213262996,0.5462932487864786,46-55,Female,Employee
2024-03-01,8,Canada,33,Drive,Personal Leadership,Audiobook,25.3,834.9,11.574556024380087,381.96034880454283,452.93965119545715,0.54250766702055,26-35,Female,Employee
2024-03-01,8,Australia,43,Drive,Personal Leadership,Audiobook,25.3,1087.9,13.443185681181259,578.0569842907942,509.84301570920593,0.4686487873050886,56+,Female,Executive
2024-03-01,9,UK,41,The Effective Executive,Personal Leadership,Audiobook,13.49,553.09,8.009113720926308,328.3736625579786,224.71633744202143,0.4062925336600217,56+,Female,Student
2024-03-01,9,USA,43,The Effective Executive,Personal Leadership,Audiobook,13.49,580.07,7.024613167109194,302.0583661856953,278.01163381430473,0.47927255988812506,36-45,Other,Manager
2024-03-01,9,Europe,41,The Effective Executive,Personal Leadership,Audiobook,13.49,553.09,5.603690602141279,229.75131468779244,323.3386853122076,0.5846041065870068,56+,Female,CEO
2024-03-01,9,Canada,38,The Effective Executive,Personal Leadership,Audiobook,13.49,512.62,5.599924590178273,212.79713442677436,299.8228655732256,0.5848832772291865,46-55,Male,Student
2024-03-01,9,Australia,50,The Effective Executive,Personal Leadership,Audiobook,13.49,674.5,7.962939849841337,398.1469924920669,276.3530075079331,0.40971535583088675,36-45,Other,Manager
2024-03-01,10,UK,28,Principles of Leadership,Strategic Leadership,Paperback,17.3,484.40000000000003,7.948626134463375,222.5615317649745,261.8384682350255,0.5405418419385333,26-35,Other,Executive
2024-03-01,10,USA,43,Principles of Leadership,Strategic Leadership,Paperback,17.3,743.9,7.238551771845366,311.2577261893507,432.6422738106493,0.5815866027835049,46-55,Other,Student
2024-03-01,10,Europe,36,Principles of Leadership,Strategic Leadership,Paperback,17.3,622.8000000000001,8.99269427154032,323.7369937754515,299.0630062245486,0.4801910825699238,36-45,Other,Executive
2024-03-01,10,Canada,36,Principles of Leadership,Strategic Leadership,Paperback,17.3,622.8000000000001,9.077824772884322,326.8016918238356,295.99830817616447,0.47527024434194676,56+,Female,Student
2024-03-01,10,Australia,44,Principles of Leadership,Strategic Leadership,Paperback,17.3,761.2,9.163826677610663,403.20837381486916,357.9916261851309,0.4702990359762623,56+,Female,Manager
2024-04-01,1,UK,49,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,750.19,6.942785009299792,340.1964654556898,409.99353454431025,0.5465195944284917,26-35,Other,Manager
2024-04-01,1,USA,46,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,704.26,6.170268915064723,283.83237009297727,420.4276299070227,0.596977863157105,56+,Female,Executive
2024-04-01,1,Europe,33,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,505.23,9.078877061269592,299.6029430218965,205.6270569781035,0.4069969261091057,46-55,Other,Executive
2024-04-01,1,Canada,38,Leaders Eat Last,Emotional Intelligence,Audiobook,15.31,581.78,6.892234505906156,261.90491122443393,319.87508877556604,0.5498213908617795,56+,Female,Executive
