Customer_ID,Customer_Age,Customer_Gender,Customer_Region,Corporate_Segment,Book_Category,Book_Title,Units_Sold,Unit_Cost,Unit_Price,Revenue,Profit,Profit_Margin,Purchase_Date
36a157ef-2fa8-45aa-9f29-cec38dfa90bf,50,Male,Birmingham,Enterprise,Marketing,Data Analytics Handbook,22,23.45,36.76,808.78,292.94,0.36,2024-04-17
d2bf61f6-e160-422c-9b9c-d99b265faa58,26,Male,London,Enterprise,Leadership,Data Analytics Handbook,28,8.0,18.13,507.7,283.59,0.56,2025-05-08
e6ef3b00-bba7-40ab-afd3-277f7cdb3edb,42,Male,Leeds,Corporate,Data Science,Advanced Python for Business,48,16.85,23.32,1119.45,310.44,0.28,2025-01-25
b729650f-6dd3-4141-ac6f-641d30ab5d67,52,Female,Manchester,SME,Technology,Corporate Finance Guide,34,20.4,34.92,1187.37,493.9,0.42,2024-12-04
9d6e2ab7-13df-4531-b1a4-7591432114f4,45,Female,Manchester,Corporate,Leadership,Marketing Strategy 2026,16,18.48,33.74,539.9,244.15,0.45,2025-09-05
fe6e67b3-1036-44f6-8692-20707b4d20fa,54,Male,Glasgow,SME,Marketing,Data Analytics Handbook,35,25.02,40.18,1406.34,530.51,0.38,2025-04-23
8309b50f-7a31-41a7-9811-37b0de37aae6,31,Male,Leeds,Corporate,Data Science,Leadership Principles,40,20.65,37.95,1518.2,692.26,0.46,2025-09-18
f361c25d-8503-4cfe-99cf-5c07e8bdcd6f,44,Male,Manchester,Corporate,Technology,Advanced Python for Business,35,7.52,12.79,447.75,184.57,0.41,2024-10-14
80c587b1-2982-4952-8fe2-0dbc0d02b513,28,Female,Manchester,Corporate,Technology,Data Analytics Handbook,41,5.58,22.8,934.75,705.9,0.76,2025-05-07
85f78002-182d-4c7f-a7d3-6d4f29faf5ad,42,Male,London,Enterprise,Data Science,Corporate Finance Guide,25,28.42,34.0,850.1,139.69,0.16,2025-12-21
d8b454d3-594d-4485-a6b8-58d2645c288e,57,Female,London,SME,Data Science,Leadership Principles,35,19.21,32.85,1149.82,477.36,0.42,2025-12-16
d21a0423-d3e3-4226-bb73-4c9661b17b24,56,Male,London,Corporate,Leadership,Corporate Finance Guide,25,15.72,31.99,799.7,406.58,0.51,2025-12-09
4cecc5b2-dbdf-40df-89ce-fb97e3164438,57,Female,Glasgow,Corporate,Marketing,Leadership Principles,49,13.0,31.43,1540.27,903.21,0.59,2025-07-25
b9a99b29-9102-444f-9284-ab1fa14a4ceb,40,Female,Glasgow,Corporate,Marketing,Leadership Principles,31,13.87,33.22,1029.96,599.91,0.58,2025-02-24
1bb8ff1c-7a9e-405c-b9bb-98e558593547,44,Female,London,SME,Data Science,Data Analytics Handbook,36,13.22,28.3,1018.96,543.16,0.53,2025-12-26
b1809b7e-2c6d-4f1a-8da4-565a0cb7db82,26,Male,Glasgow,SME,Marketing,Advanced Python for Business,31,17.36,23.22,719.94,181.76,0.25,2024-02-29
844edf1d-b5ac-4e32-bbe0-1ece50f6dea5,38,Male,Glasgow,Enterprise,Finance,Advanced Python for Business,44,29.22,44.54,1959.62,674.1,0.34,2024-07-13
6f7d6397-d5b0-475f-ad37-f2025b075554,58,Female,Birmingham,Corporate,Finance,Leadership Principles,29,27.3,34.5,1000.4,208.77,0.21,2024-06-26
f462376b-4f00-4ff1-9cce-6c06c7d44b26,25,Female,Leeds,SME,Marketing,Data Analytics Handbook,45,10.92,29.53,1328.96,837.69,0.63,2024-02-29
da5a1d86-231b-41ed-b785-f6ef77cef017,47,Male,Birmingham,Corporate,Data Science,Advanced Python for Business,10,14.45,30.03,300.26,155.76,0.52,2025-02-10
2a858bc3-a0a3-4a5b-b7f4-45500e38438b,29,Male,London,SME,Finance,Marketing Strategy 2026,28,16.72,22.56,631.71,163.65,0.26,2026-02-06
6a849089-87fd-4fcc-b716-409c5314ac0f,46,Female,London,Enterprise,Data Science,Advanced Python for Business,49,19.58,39.02,1911.82,952.2,0.5,2025-07-20
7b9f54d4-33eb-4d1d-9792-785268be2e81,42,Female,Glasgow,SME,Leadership,Data Analytics Handbook,47,5.3,24.85,1168.05,918.76,0.79,2025-07-30
090d3c22-c9b1-4ae1-b3e3-9084f744b0d1,62,Male,London,Corporate,Marketing,Corporate Finance Guide,18,11.32,26.76,481.61,277.76,0.58,2024-08-31
d765b71d-fb82-4849-aba7-72a0cd741646,29,Female,Leeds,Corporate,Technology,Leadership Principles,16,27.88,47.26,756.19,310.09,0.41,2024-11-07
0aeeee52-1196-4ce8-882d-040a20e47aaa,49,Male,London,SME,Finance,Corporate Finance Guide,28,21.17,32.0,895.87,303.07,0.34,2025-11-24
6275acd2-c778-4e5b-9518-5b6f5ec70309,50,Male,Birmingham,Corporate,Technology,Marketing Strategy 2026,28,12.74,29.95,838.46,481.79,0.57,2024-06-27
c6a8cab0-711e-4291-b445-eedfb0a001e0,31,Female,Manchester,SME,Data Science,Data Analytics Handbook,2,23.14,37.34,74.69,28.4,0.38,2025-04-06
5cf9fbc3-6653-4b32-b978-d9199e5bad7e,39,Female,London,SME,Data Science,Advanced Python for Business,1,5.66,16.31,16.31,10.65,0.65,2025-03-24
613b5c7a-4486-4266-a0d2-23eebcfcff3f,34,Male,Manchester,Corporate,Marketing,Corporate Finance Guide,27,14.52,34.07,919.92,527.82,0.57,2025-10-25
27999b4f-8103-42a6-887d-3f481837ad1b,38,Male,Glasgow,Enterprise,Marketing,Data Analytics Handbook,28,5.34,11.47,321.22,171.65,0.53,2025-05-04
b37ee8ed-efdb-44bb-aebb-571f8987817d,31,Male,London,Corporate,Finance,Corporate Finance Guide,10,19.63,35.52,355.21,158.92,0.45,2026-01-02
941bf118-6159-452e-8217-1799cb16aa98,61,Female,Manchester,SME,Technology,Advanced Python for Business,1,28.85,42.94,42.94,14.09,0.33,2024-12-30
155d9b2e-189b-4bff-8761-c52cb4c13907,22,Female,Leeds,Corporate,Marketing,Corporate Finance Guide,12,18.01,34.59,415.11,199.02,0.48,2024-07-17
e1837759-93ad-4655-9451-bed56a130068,36,Male,Glasgow,Enterprise,Technology,Marketing Strategy 2026,23,19.75,31.95,734.84,280.62,0.38,2025-11-10
138e79b6-7756-488d-b1eb-2509fd513149,59,Female,Manchester,Enterprise,Marketing,Marketing Strategy 2026,34,10.32,17.37,590.57,239.55,0.41,2025-12-18
3a0414f5-fcfc-4d0c-b1cc-16acef5882df,54,Female,Leeds,Enterprise,Technology,Marketing Strategy 2026,38,27.6,37.83,1437.46,388.51,0.27,2025-09-28
ce747834-33d8-454c-8d93-6ca3ed871bf5,38,Female,London,Corporate,Technology,Data Analytics Handbook,10,22.44,39.39,393.88,169.47,0.43,2025-08-05
c0a0b298-388f-4e87-b0d4-df3e50649199,32,Male,London,SME,Marketing,Leadership Principles,43,13.69,21.82,938.36,349.89,0.37,2024-12-11
55377f55-1194-4009-b14b-0eb3d0820001,53,Male,Birmingham,Corporate,Technology,Data Analytics Handbook,3,9.55,19.73,59.2,30.56,0.52,2024-10-03
4c350256-580d-4b76-83a4-a4a2efc8dd8c,39,Female,Manchester,Corporate,Data Science,Corporate Finance Guide,5,9.81,15.42,77.1,28.07,0.36,2024-04-13
6d42b1d3-a97c-4a8c-a899-6b7adb615312,55,Male,Manchester,Corporate,Marketing,Corporate Finance Guide,46,18.36,28.7,1320.22,475.63,0.36,2025-12-23
3b305145-bbf3-4fc5-a4ea-9581a656de34,51,Male,Glasgow,Corporate,Technology,Leadership Principles,22,7.31,19.52,429.54,268.78,0.63,2025-12-03
590010f0-8031-49b6-987f-dd475e631657,43,Female,Manchester,SME,Technology,Data Analytics Handbook,15,25.16,41.38,620.68,243.36,0.39,2024-03-11
73a7260a-618d-4864-a8e5-316c73fa97f6,24,Male,Birmingham,SME,Leadership,Data Analytics Handbook,7,6.56,13.77,96.42,50.51,0.52,2024-12-20
e160cab0-a83c-49a0-a5c5-8f0576cf0f34,46,Male,Glasgow,Enterprise,Finance,Corporate Finance Guide,15,26.68,36.99,554.89,154.68,0.28,2024-03-14
debe6df4-0413-46e3-bc35-c83c0a81fcbc,46,Male,Glasgow,Corporate,Leadership,Advanced Python for Business,44,10.29,20.2,888.74,436.15,0.49,2025-06-21
5e75309a-7be7-427e-8878-fe199379d1cd,57,Male,Manchester,SME,Finance,Leadership Principles,47,24.73,37.21,1748.68,586.4,0.34,2024-05-05
a873ca15-1877-4753-bb34-1991672c1299,47,Female,Manchester,SME,Marketing,Data Analytics Handbook,6,8.19,17.45,104.68,55.54,0.53,2024-10-10
cbdf6048-caf4-4779-9abc-2cda92b92efc,42,Female,Leeds,Enterprise,Marketing,Corporate Finance Guide,22,13.26,32.26,709.81,418.12,0.59,2025-09-15
ecd2be04-ae68-4871-b650-f29fde18c935,58,Female,Manchester,SME,Leadership,Corporate Finance Guide,40,7.01,19.87,794.94,514.71,0.65,2024-06-13
7a1c862b-c7a0-41b1-84a8-783f9b029d9a,36,Male,Manchester,SME,Data Science,Leadership Principles,2,17.27,33.11,66.22,31.69,0.48,2025-10-03
ff4ac8f0-1f9c-4fe7-9047-1e7b3f079c32,40,Female,London,Corporate,Leadership,Corporate Finance Guide,4,10.13,29.65,118.59,78.08,0.66,2025-11-30
0a8a5583-f26f-47a0-8789-a95f444d0fdb,32,Male,Leeds,Corporate,Marketing,Marketing Strategy 2026,37,20.27,29.59,1095.01,345.19,0.32,2026-01-07
c85ca464-d4c8-42c9-976b-59caaacf738a,26,Male,Manchester,Enterprise,Data Science,Advanced Python for Business,10,6.3,16.34,163.45,100.49,0.61,2026-01-19
d5816baa-ca03-4ba2-be75-2456a8b6e944,38,Male,Birmingham,SME,Marketing,Corporate Finance Guide,9,7.2,14.28,128.51,63.74,0.5,2024-08-20
23cbcaac-4abd-4ca4-bc62-d5da3f0ccb66,32,Male,Manchester,SME,Marketing,Corporate Finance Guide,14,26.27,42.46,594.41,226.65,0.38,2024-02-25
1a3982a3-e9ed-4d59-a297-801873adcbae,29,Male,London,Corporate,Leadership,Marketing Strategy 2026,29,23.53,37.15,1077.21,394.9,0.37,2025-06-30
cbd0b27e-3ddc-4008-87a5-a52ae7380f38,47,Female,Leeds,Corporate,Data Science,Advanced Python for Business,14,9.11,26.33,368.55,241.06,0.65,2024-03-14
54036adc-e44a-4a00-9cba-12bffe1c2082,61,Female,Birmingham,Corporate,Finance,Corporate Finance Guide,39,14.81,32.06,1250.34,672.71,0.54,2026-02-15
b0c05e73-f0be-44cf-b1fd-2371bcbba0b3,35,Male,Birmingham,SME,Marketing,Marketing Strategy 2026,2,10.81,29.3,58.6,36.99,0.63,2025-06-21
34dfa8f8-a7df-4b5d-ad4c-596f0808c592,50,Male,Leeds,Enterprise,Marketing,Leadership Principles,15,20.69,30.72,460.74,150.35,0.33,2024-04-04
f4909dfb-230f-4a02-aa88-337000ad002d,48,Male,London,Enterprise,Leadership,Advanced Python for Business,37,29.94,46.23,1710.45,602.58,0.35,2024-07-22
1d7d0b94-206a-4bfc-b723-28c2a80fb1a3,59,Male,Leeds,Corporate,Leadership,Data Analytics Handbook,33,24.06,42.21,1393.03,599.0,0.43,2025-10-11
e28998bd-2487-47db-a8e4-01f58559a5c5,33,Male,Manchester,SME,Marketing,Marketing Strategy 2026,4,18.5,30.79,123.17,49.18,0.4,2025-05-13
46950aa6-c979-41a3-8a45-96ab0524dcd4,26,Female,Birmingham,Enterprise,Technology,Advanced Python for Business,27,19.14,34.88,941.77,425.05,0.45,2024-05-02
2d54c2f4-8f55-4418-b999-e637163c7214,61,Female,Manchester,Corporate,Finance,Leadership Principles,13,28.68,35.98,467.77,94.9,0.2,2025-12-14
a89b70b1-174a-4a8f-8db5-7e79286d7ca4,25,Male,Glasgow,SME,Technology,Corporate Finance Guide,48,19.82,26.36,1265.15,313.59,0.25,2025-10-13
139f7ed8-632a-45d8-9b40-99e38b7a4bd0,35,Female,London,Enterprise,Marketing,Corporate Finance Guide,29,19.41,33.51,971.73,408.92,0.42,2024-03-09
fc5ac576-bc32-48f0-8909-367097504833,57,Female,London,Corporate,Marketing,Data Analytics Handbook,46,7.83,27.6,1269.76,909.54,0.72,2025-09-05
63dec09a-62d9-4bce-9ae6-6b4a31a66bb3,47,Male,Birmingham,SME,Leadership,Corporate Finance Guide,10,14.48,30.65,306.46,161.64,0.53,2025-12-21
f25ddb3a-72e1-423a-a74b-88bba5bf825b,39,Male,Manchester,SME,Finance,Marketing Strategy 2026,7,26.59,45.43,318.03,131.91,0.41,2025-10-22
39a6d561-d40c-4ef8-9fa2-f5ebe5fe1bc3,46,Male,Leeds,Enterprise,Data Science,Corporate Finance Guide,24,5.82,24.51,588.3,448.59,0.76,2024-10-15
45776fe7-c9a9-4b36-98d2-691b75d6c26a,47,Female,Manchester,Corporate,Finance,Corporate Finance Guide,22,14.06,27.77,610.91,301.59,0.49,2024-04-21
a4860c14-dd6d-4309-9d13-5050d95a14f0,49,Male,Glasgow,Corporate,Finance,Data Analytics Handbook,22,29.03,36.26,797.65,159.06,0.2,2024-08-13
b02a51be-76db-446c-935d-d5d078735f22,53,Female,Glasgow,Corporate,Data Science,Data Analytics Handbook,19,14.93,26.33,500.36,216.63,0.43,2025-10-14
bda6d0f8-334c-4837-ad50-db074da07718,22,Female,Birmingham,SME,Technology,Advanced Python for Business,18,16.8,30.27,544.94,242.51,0.45,2024-12-12
70fbd951-e993-4e0b-81d4-0f4d65ae966d,59,Male,Leeds,Corporate,Data Science,Marketing Strategy 2026,30,18.36,30.58,917.33,366.49,0.4,2025-01-21
b6099c1c-8dc0-4387-83c4-ad15d5234228,55,Female,London,SME,Leadership,Advanced Python for Business,46,14.33,23.39,1076.12,416.81,0.39,2024-09-25
2d5a1500-902a-4de0-981f-d0397e327fee,45,Male,Birmingham,SME,Data Science,Corporate Finance Guide,3,26.67,37.79,113.38,33.36,0.29,2024-08-28
717141d6-bba4-47c7-8510-f0c478b69ceb,49,Male,Manchester,SME,Marketing,Leadership Principles,33,25.0,32.68,1078.31,253.38,0.23,2025-10-05
6e8efe59-9945-4a67-8849-e360d26cb7ac,52,Male,Manchester,SME,Technology,Corporate Finance Guide,14,28.61,35.73,500.17,99.63,0.2,2025-09-18
bba284a9-61ae-4936-a7d0-3f3833576423,57,Male,Leeds,Enterprise,Technology,Corporate Finance Guide,19,10.2,15.6,296.31,102.56,0.35,2025-07-21
a1b37437-e260-44cb-ad54-c1ba1a5d820e,23,Male,Leeds,Corporate,Data Science,Corporate Finance Guide,42,25.44,35.56,1493.66,425.34,0.28,2025-09-20
f69a0ad2-3b9f-4aaf-b2c8-d36e9cbd0552,45,Male,Manchester,Enterprise,Marketing,Corporate Finance Guide,22,15.9,25.32,557.04,207.17,0.37,2024-08-25
ea13d651-a342-41fe-ae44-977286e01906,61,Female,Glasgow,Corporate,Finance,Marketing Strategy 2026,9,17.12,29.81,268.26,114.18,0.43,2024-03-17
e381c2e5-a2d6-4439-aeb5-77e8c8908c40,55,Male,Glasgow,SME,Technology,Data Analytics Handbook,29,15.54,22.53,653.28,202.54,0.31,2025-09-15
1fe1b52f-7d49-4bcd-bbf0-b38892a59e62,38,Male,London,Enterprise,Technology,Leadership Principles,34,25.38,37.85,1286.82,424.03,0.33,2025-10-28
4a3621fb-8d35-45ca-b023-0b2267dc367e,48,Male,Birmingham,Enterprise,Leadership,Data Analytics Handbook,21,10.16,15.33,321.83,108.46,0.34,2024-11-03
8063c579-c0ad-48dd-a176-10100ec28afd,38,Female,Glasgow,Enterprise,Technology,Advanced Python for Business,45,21.63,29.26,1316.54,343.38,0.26,2025-09-17
262c9a3d-8c7c-4c7f-8042-8faf2d4b690d,47,Male,Glasgow,SME,Marketing,Leadership Principles,36,9.16,25.23,908.19,578.54,0.64,2025-06-26
c504b2dc-0e6f-4258-b5db-f41cb03d69c5,55,Male,Glasgow,Corporate,Technology,Leadership Principles,35,22.98,32.43,1135.15,330.99,0.29,2024-10-05
9da80aa4-ff64-4ad5-98a8-59328b905e95,38,Female,Birmingham,Corporate,Marketing,Advanced Python for Business,43,18.5,25.93,1114.83,319.5,0.29,2025-07-31
9dd5eb93-665f-45cb-9946-0aa31d90548e,30,Female,London,Corporate,Finance,Data Analytics Handbook,9,20.58,32.7,294.27,109.02,0.37,2024-03-04
9beba80d-11b1-4c71-9c08-941299f41aaf,56,Male,Manchester,Corporate,Leadership,Leadership Principles,39,22.21,33.73,1315.57,449.37,0.34,2024-10-23
3a8d981a-bd85-4fd9-9b33-13afb6c16173,40,Male,Leeds,SME,Marketing,Corporate Finance Guide,12,29.19,34.27,411.26,60.95,0.15,2025-05-23
e2192827-474d-4665-8bb6-392d852916f6,33,Female,Birmingham,SME,Data Science,Corporate Finance Guide,49,8.42,27.67,1356.03,943.42,0.7,2024-08-19
825fdf31-3b7a-4327-b258-9786a4c3d665,29,Male,Manchester,Corporate,Leadership,Marketing Strategy 2026,6,21.47,36.85,221.12,92.3,0.42,2024-06-20
d031e117-6044-44f9-9353-facd6145e442,53,Female,London,SME,Technology,Data Analytics Handbook,47,29.69,48.85,2296.07,900.56,0.39,2024-09-23
8750ca22-f444-419b-9eed-a32aba278a61,28,Male,Birmingham,Enterprise,Marketing,Data Analytics Handbook,15,16.83,26.52,397.85,145.39,0.37,2024-11-02
f14118c9-9829-4278-97f3-9bfb6f8776d2,56,Female,Birmingham,Enterprise,Finance,Marketing Strategy 2026,39,16.86,34.79,1356.65,699.29,0.52,2024-04-11
fd279ac7-aeb1-40c6-86cf-3c62c6547348,58,Male,Manchester,SME,Leadership,Corporate Finance Guide,3,19.02,31.23,93.7,36.65,0.39,2024-08-02
c2871212-93bb-4c22-9529-3f3ff40b3421,39,Male,Glasgow,Enterprise,Leadership,Advanced Python for Business,13,18.46,33.38,434.0,194.02,0.45,2025-09-10
9fc97eae-5c30-4cfb-8095-43f8ed9f376a,34,Male,Manchester,SME,Marketing,Leadership Principles,30,5.61,23.66,709.85,541.54,0.76,2024-12-30
cc6c0505-694f-4f11-b124-e9ed6a2f4e1e,37,Female,Leeds,SME,Finance,Advanced Python for Business,44,6.32,12.65,556.39,278.44,0.5,2024-09-15
3efcf4d9-81df-4145-bef5-a8dac7d38b17,26,Male,London,SME,Data Science,Advanced Python for Business,20,7.29,17.34,346.76,200.91,0.58,2025-05-31
ccee6048-dc93-45cf-9abc-9155c44328a6,22,Male,London,SME,Finance,Corporate Finance Guide,25,12.41,20.91,522.8,212.6,0.41,2024-03-01
c9436e6f-1662-4f93-a7d3-4b1b53edeeca,58,Male,Leeds,Enterprise,Marketing,Data Analytics Handbook,37,21.99,30.26,1119.8,306.13,0.27,2025-04-28
30561662-3e4d-4d41-92f7-3ea6e91a2749,29,Female,Glasgow,SME,Data Science,Marketing Strategy 2026,4,29.73,45.88,183.52,64.6,0.35,2024-11-16
91520632-8ef0-4005-a216-7aba4e203a42,47,Male,London,Enterprise,Marketing,Data Analytics Handbook,34,17.82,26.28,893.43,287.64,0.32,2026-01-22
136a0a20-c123-40e6-8b6e-a6755b08d452,30,Male,Leeds,Enterprise,Finance,Data Analytics Handbook,49,6.45,25.98,1273.15,957.29,0.75,2025-12-25
7f46b1f2-e7dc-494f-a3cf-4af076a2cabd,38,Female,Birmingham,SME,Data Science,Data Analytics Handbook,18,11.51,24.23,436.22,229.12,0.53,2025-03-29
e3857deb-0dfc-458a-bd78-f6152969436c,58,Female,Birmingham,Corporate,Marketing,Marketing Strategy 2026,14,18.42,32.32,452.46,194.52,0.43,2024-12-14
8b83d28b-862c-4140-9e45-23388ddfb1a4,55,Female,Manchester,Corporate,Finance,Data Analytics Handbook,25,8.24,26.57,664.23,458.28,0.69,2025-01-05
