Book_Title,Author,Genre,Price,Quantity_Sold,Revenue,Cost,Profit,Profit_Margin (%),Customer_Age,Customer_Gender,Customer_Region,Customer_Income,Customer_Education
Natural Language Processing Guide,Sophia Taylor,AI,10.63,3,31.89,5.525233806611502,15.314298580165495,48.02225958032454,57,Other,India,49968,Bachelor
Intro to LLMs,Michael Brown,AI,55.97,6,335.82,26.271871902666252,178.18876858400247,53.06079702936171,24,Other,Australia,73364,Master
Deep Learning with Python,Michael Brown,AI,47.57,13,618.41,31.159363516339532,213.33827428758605,34.497869421190806,56,Other,India,43345,Bachelor
Natural Language Processing Guide,David Wilson,Technology,29.99,15,449.84999999999997,17.94801194382218,180.62982084266724,40.153344635471214,55,Female,UK,71567,Master
Deep Learning with Python,Michael Brown,Education,20.79,9,187.10999999999999,9.798347514779,98.92487236698899,52.86990132381434,38,Male,India,111229,PhD
LLM Fine-Tuning Handbook,Sarah Davis,AI,40.39,4,161.56,27.2375824950816,52.6096700196736,32.56354915800544,37,Other,UK,81607,PhD
AI Ethics and Society,Sarah Davis,Technology,94.86,14,1328.04,75.55130132902755,270.3217813936142,20.35494272714784,20,Female,India,39385,Bachelor
Advanced AI Systems,David Wilson,Technology,39.09,5,195.45000000000002,27.319525473934505,58.852372630327494,30.111216490318487,68,Male,Australia,103658,Master
Transformers Explained,Emily Johnson,Education,56.69,2,113.38,39.45593130448293,34.46813739103413,30.40054453257553,39,Female,Australia,86900,High School
Generative AI Applications,John Smith,Data Science,73.27,11,805.9699999999999,57.15976616288979,177.21257220821224,21.987489882776316,64,Male,UK,88244,PhD
Transformers Explained,Emily Johnson,Data Science,42.73,9,384.57,20.560588394590226,199.52470444868794,51.882545297003915,21,Female,Germany,85425,Bachelor
Prompt Engineering Mastery,Emily Johnson,AI,97.46,3,292.38,61.031399832497435,109.2858005025077,37.378001403142385,45,Male,Australia,98518,Bachelor
Prompt Engineering Mastery,Emily Johnson,AI,96.62,9,869.58,76.50938624262955,180.99552381633418,20.814131398644655,29,Male,Germany,102844,Master
LLM Fine-Tuning Handbook,Emily Johnson,Education,32.66,3,97.97999999999999,15.223402265714359,52.30979320285691,53.38823556119301,55,Female,Canada,52919,Bachelor
AI Ethics and Society,Sophia Taylor,AI,54.75,2,109.5,37.23551791183501,35.02896417632998,31.989921622219157,68,Other,UK,110697,PhD
Prompt Engineering Mastery,John Smith,Education,37.08,12,444.96,23.52073608505525,162.71116697933695,36.567594161123914,53,Male,Australia,77196,Bachelor
Intro to LLMs,Sophia Taylor,Technology,35.64,10,356.4,22.616845938242207,130.2315406175779,36.54083631245172,64,Other,USA,99401,Bachelor
Machine Learning Foundations,Michael Brown,AI,13.32,9,119.88,9.045189103426962,38.47329806915734,32.09317489919698,58,Female,Canada,20495,High School
Deep Learning with Python,Emily Johnson,Technology,64.86,15,972.9,50.06198144708675,221.9702782936987,22.815323084972626,22,Other,Germany,64755,High School
Prompt Engineering Mastery,Sarah Davis,Programming,55.24,8,441.92,39.38793054295517,126.81655565635867,28.696722405946478,30,Other,Australia,87684,PhD
LLM Fine-Tuning Handbook,David Wilson,Education,14.63,5,73.15,6.180508477191662,42.24745761404169,57.754555863351584,40,Other,UK,53324,Master
Deep Learning with Python,David Wilson,Programming,35.08,11,385.88,25.99747957489598,99.9077246761442,25.890879204971544,67,Other,India,98929,High School
Intro to LLMs,Sophia Taylor,AI,91.74,2,183.48,44.972464642954684,93.53507071409062,50.9783468029707,47,Other,USA,21552,Master
AI Ethics and Society,Sophia Taylor,Technology,31.56,15,473.4,17.38216441563196,212.6675337655206,44.92343341054512,54,Male,Germany,71272,PhD
Advanced AI Systems,Sarah Davis,AI,23.04,6,138.24,13.471329610251715,57.41202233848972,41.53068745550471,42,Male,Canada,55853,High School
Transformers Explained,Emily Johnson,Programming,54.05,8,432.4,32.017187736281365,176.26249810974906,40.76375996987721,65,Male,UK,52924,Master
Intro to LLMs,John Smith,AI,98.71,5,493.54999999999995,56.66666288419851,210.2166855790074,42.59278402978572,44,Female,USA,94462,High School
Generative AI Applications,Michael Brown,Data Science,31.78,16,508.48,24.62763507607207,114.43783878284688,22.505868231365415,68,Other,UK,116387,PhD
Natural Language Processing Guide,David Wilson,Programming,70.49,18,1268.82,48.102911940094835,402.9675850782929,31.759239693439017,31,Male,Australia,43889,PhD
LLM Fine-Tuning Handbook,Michael Brown,AI,78.55,6,471.29999999999995,51.25138169595972,163.7917098242416,34.75317416173172,65,Female,India,74675,High School
Transformers Explained,John Smith,Technology,31.39,5,156.95,13.181816500842615,91.04091749578691,58.00631888868233,64,Male,Canada,93591,Master
Generative AI Applications,Sophia Taylor,AI,75.54,16,1208.64,57.52864518714749,288.18167700564027,23.84346678958501,53,Male,UK,90190,Bachelor
Advanced AI Systems,David Wilson,Technology,43.1,13,560.3000000000001,32.91788691022475,132.3674701670783,23.62439231966416,56,Other,Germany,42634,Bachelor
Generative AI Applications,Michael Brown,Data Science,66.91,5,334.54999999999995,47.64562242964326,96.32188785178366,28.791477462795896,33,Female,Australia,52363,High School
AI Ethics and Society,Sophia Taylor,AI,67.02,13,871.26,26.9964388958355,520.3062943541386,59.71883184745524,39,Other,Australia,83752,Master
Natural Language Processing Guide,John Smith,Data Science,58.22,17,989.74,24.621942487095694,571.1669777193732,57.70878995689507,38,Other,Canada,97004,Bachelor
Deep Learning with Python,Michael Brown,Programming,18.13,18,326.34,8.885322288851087,166.4041988006804,50.991051909260406,38,Male,Australia,76398,PhD
Transformers Explained,Emily Johnson,Technology,85.18,8,681.44,38.547337034313266,373.06130372549393,54.74602367420373,25,Other,Germany,118458,Master
Natural Language Processing Guide,Sophia Taylor,Programming,38.87,13,505.30999999999995,21.749102589833583,222.57166633216337,44.04655881185082,66,Female,UK,60718,Bachelor
Machine Learning Foundations,John Smith,Technology,26.79,19,509.01,20.602828690468755,117.55625488109365,23.09507767648841,33,Other,Canada,102916,Master
Intro to LLMs,Michael Brown,Data Science,13.67,3,41.01,8.049226454189187,16.86232063743244,41.11758263212007,48,Other,Australia,46870,High School
Machine Learning Foundations,Emily Johnson,Education,63.18,8,505.44,25.61071117519369,300.55431059845046,59.46389494271337,59,Other,Australia,57394,Master
Intro to LLMs,Emily Johnson,AI,70.98,2,141.96,36.419715618520215,69.12056876295958,48.69017241684952,27,Male,Germany,72057,Bachelor
AI Ethics and Society,John Smith,Data Science,11.49,8,91.92,4.800958198882132,53.51233440894295,58.21620366508154,49,Female,India,99795,High School
Natural Language Processing Guide,Sarah Davis,Technology,56.09,13,729.1700000000001,23.250149100956538,426.91806168756506,58.548495095459906,51,Male,India,100409,Master
Advanced AI Systems,David Wilson,Technology,30.38,13,394.94,15.502547654817153,193.406880487377,48.971205876177905,26,Male,Australia,33016,PhD
Prompt Engineering Mastery,John Smith,Technology,68.07,1,68.07,34.73237275755033,33.33762724244966,48.97550645284217,34,Male,UK,62137,Bachelor
Generative AI Applications,Emily Johnson,Technology,25.69,6,154.14000000000001,18.364512968334086,43.95292218999549,28.514935895935828,28,Male,Canada,20153,High School
Prompt Engineering Mastery,Emily Johnson,AI,72.18,19,1371.42,57.01742609509627,288.08890419317095,21.006613888755517,49,Male,Australia,27853,Master
Natural Language Processing Guide,John Smith,Programming,44.81,16,716.96,24.577515950884333,323.7197447858507,45.15171624440006,27,Female,USA,32379,PhD
Machine Learning Foundations,Sarah Davis,Education,94.31,8,754.48,53.90332861815383,323.2533710547694,42.844524845558446,39,Other,Canada,35792,Bachelor
Prompt Engineering Mastery,David Wilson,AI,22.38,1,22.38,16.514555033632465,5.865444966367534,26.208422548559135,34,Male,India,58367,PhD
LLM Fine-Tuning Handbook,Michael Brown,Technology,40.7,16,651.2,20.64530324715496,320.8751480455207,49.274439196179465,21,Male,Australia,38100,Master
Prompt Engineering Mastery,John Smith,AI,20.21,9,181.89000000000001,9.348190506797474,97.75628543882274,53.74472782386208,65,Female,Germany,83456,Master
Intro to LLMs,David Wilson,Data Science,93.22,13,1211.86,69.09800587747533,313.58592359282056,25.87641506385396,69,Female,USA,31049,High School
LLM Fine-Tuning Handbook,David Wilson,Technology,88.96,11,978.56,37.23867686788329,568.9345544532837,58.13997654239738,64,Other,Australia,20786,PhD
Transformers Explained,Sophia Taylor,Education,33.21,13,431.73,21.51608736360904,152.0208642730825,35.21202239202337,42,Female,UK,89904,High School
Prompt Engineering Mastery,Emily Johnson,Technology,69.4,10,694.0,43.360921445678564,260.39078554321435,37.52028610132771,38,Other,USA,50699,Bachelor
LLM Fine-Tuning Handbook,Michael Brown,Education,83.55,4,334.2,44.98066135550662,154.2773545779735,46.16318209993223,54,Male,Australia,67691,High School
Natural Language Processing Guide,John Smith,Education,59.97,6,359.82,31.548766232083448,170.5274026074993,47.39241915610564,55,Male,UK,57040,Bachelor
Generative AI Applications,Emily Johnson,Programming,57.67,7,403.69,40.873214027557644,117.5775018070965,29.125690952735145,66,Other,USA,112990,Master
Transformers Explained,Sophia Taylor,Programming,31.77,5,158.85,13.806283953570441,89.8185802321478,56.543015569498145,18,Female,UK,77986,Master
Advanced AI Systems,Sophia Taylor,AI,18.38,11,202.17999999999998,9.092838242057306,102.15877933736961,50.52862762754457,42,Other,UK,58762,PhD
